timestamp,energy_kwh,power_kw,voltage,temperature,hour,day_of_week,is_weekend
2026-08-31 13:00:00,1.234,1.234,227.5,32.2,13,Monday,0
2026-08-31 14:00:00,0.987,0.987,227.1,32.6,14,Monday,0
2026-08-31 15:00:00,1.209,1.209,228.3,32.1,15,Monday,0
2026-08-31 16:00:00,1.09,1.09,226.5,30.8,16,Monday,0
2026-08-31 17:00:00,2.721,2.721,224.6,30.4,17,Monday,0
2026-08-31 18:00:00,2.671,2.671,224.7,28.1,18,Monday,0
2026-08-31 19:00:00,2.818,2.818,224.6,26.8,19,Monday,0
2026-08-31 20:00:00,2.598,2.598,226.2,24.7,20,Monday,0
2026-08-31 21:00:00,2.598,2.598,226.9,23.0,21,Monday,0
2026-08-31 22:00:00,1.222,1.222,225.6,22.6,22,Monday,0
2026-08-31 23:00:00,1.215,1.215,228.8,20.9,23,Monday,0
2026-09-01 00:00:00,0.801,0.801,227.1,17.4,0,Tuesday,0
2026-09-01 01:00:00,0.731,0.731,227.5,18.8,1,Tuesday,0
2026-09-01 02:00:00,0.785,0.785,228.7,17.7,2,Tuesday,0
2026-09-01 03:00:00,0.888,0.888,226.5,18.7,3,Tuesday,0
2026-09-01 04:00:00,0.738,0.738,227.6,20.2,4,Tuesday,0
2026-09-01 05:00:00,0.715,0.715,229.8,19.0,5,Tuesday,0
2026-09-01 06:00:00,1.931,1.931,224.8,21.4,6,Tuesday,0
2026-09-01 07:00:00,1.71,1.71,227.4,23.2,7,Tuesday,0
2026-09-01 08:00:00,1.776,1.776,223.7,25.7,8,Tuesday,0
2026-09-01 09:00:00,0.945,0.945,228.8,27.0,9,Tuesday,0
2026-09-01 10:00:00,0.824,0.824,229.3,29.5,10,Tuesday,0
2026-09-01 11:00:00,0.948,0.948,228.7,30.9,11,Tuesday,0
2026-09-01 12:00:00,1.083,1.083,228.5,30.7,12,Tuesday,0
2026-09-01 13:00:00,1.036,1.036,228.2,31.4,13,Tuesday,0
2026-09-01 14:00:00,1.003,1.003,229.0,31.1,14,Tuesday,0
2026-09-01 15:00:00,1.143,1.143,228.5,30.8,15,Tuesday,0
2026-09-01 16:00:00,0.856,0.856,229.9,29.7,16,Tuesday,0
2026-09-01 17:00:00,2.613,2.613,225.9,29.2,17,Tuesday,0
2026-09-01 18:00:00,2.63,2.63,224.5,29.1,18,Tuesday,0
2026-09-01 19:00:00,2.789,2.789,226.2,27.9,19,Tuesday,0
2026-09-01 20:00:00,2.585,2.585,224.3,25.1,20,Tuesday,0
2026-09-01 21:00:00,2.683,2.683,226.9,23.6,21,Tuesday,0
2026-09-01 22:00:00,1.15,1.15,229.2,22.0,22,Tuesday,0
2026-09-01 23:00:00,1.239,1.239,228.1,19.3,23,Tuesday,0
2026-09-02 00:00:00,0.979,0.979,229.0,20.5,0,Wednesday,0
2026-09-02 01:00:00,0.773,0.773,229.7,18.1,1,Wednesday,0
2026-09-02 02:00:00,0.874,0.874,228.7,17.7,2,Wednesday,0
2026-09-02 03:00:00,0.783,0.783,229.1,18.6,3,Wednesday,0
2026-09-02 04:00:00,0.681,0.681,228.1,19.6,4,Wednesday,0
2026-09-02 05:00:00,0.765,0.765,229.6,19.2,5,Wednesday,0
2026-09-02 06:00:00,1.944,1.944,226.5,21.9,6,Wednesday,0
2026-09-02 07:00:00,1.723,1.723,226.4,23.7,7,Wednesday,0
2026-09-02 08:00:00,1.878,1.878,226.3,25.6,8,Wednesday,0
2026-09-02 09:00:00,0.789,0.789,228.2,26.8,9,Wednesday,0
2026-09-02 10:00:00,0.956,0.956,228.9,29.2,10,Wednesday,0
2026-09-02 11:00:00,0.911,0.911,227.6,30.0,11,Wednesday,0
2026-09-02 12:00:00,1.124,1.124,228.6,31.6,12,Wednesday,0
2026-09-02 13:00:00,0.918,0.918,229.7,31.3,13,Wednesday,0
2026-09-02 14:00:00,1.021,1.021,229.0,31.6,14,Wednesday,0
2026-09-02 15:00:00,1.175,1.175,228.6,31.4,15,Wednesday,0
2026-09-02 16:00:00,0.981,0.981,229.7,31.6,16,Wednesday,0
2026-09-02 17:00:00,2.62,2.62,225.5,30.2,17,Wednesday,0
2026-09-02 18:00:00,2.683,2.683,223.9,27.1,18,Wednesday,0
2026-09-02 19:00:00,2.528,2.528,226.8,25.7,19,Wednesday,0
2026-09-02 20:00:00,2.773,2.773,224.4,24.5,20,Wednesday,0
2026-09-02 21:00:00,2.561,2.561,226.9,21.8,21,Wednesday,0
2026-09-02 22:00:00,1.226,1.226,228.0,21.4,22,Wednesday,0
2026-09-02 23:00:00,1.359,1.359,229.3,20.5,23,Wednesday,0
2026-09-03 00:00:00,0.624,0.624,228.4,18.7,0,Thursday,0
2026-09-03 01:00:00,0.653,0.653,227.7,18.4,1,Thursday,0
2026-09-03 02:00:00,0.726,0.726,228.7,18.3,2,Thursday,0
2026-09-03 03:00:00,0.712,0.712,227.6,17.6,3,Thursday,0
2026-09-03 04:00:00,0.813,0.813,226.3,19.6,4,Thursday,0
2026-09-03 05:00:00,0.61,0.61,228.1,19.3,5,Thursday,0
2026-09-03 06:00:00,1.694,1.694,225.8,21.4,6,Thursday,0
2026-09-03 07:00:00,1.827,1.827,226.8,22.4,7,Thursday,0
2026-09-03 08:00:00,1.824,1.824,226.1,24.4,8,Thursday,0
2026-09-03 09:00:00,1.044,1.044,229.7,26.6,9,Thursday,0
2026-09-03 10:00:00,0.976,0.976,229.2,27.5,10,Thursday,0
2026-09-03 11:00:00,0.976,0.976,230.1,29.0,11,Thursday,0
2026-09-03 12:00:00,1.017,1.017,229.4,30.2,12,Thursday,0
2026-09-03 13:00:00,1.134,1.134,228.4,32.0,13,Thursday,0
2026-09-03 14:00:00,0.984,0.984,229.5,32.3,14,Thursday,0
2026-09-03 15:00:00,1.072,1.072,228.0,32.7,15,Thursday,0
2026-09-03 16:00:00,0.951,0.951,229.0,29.8,16,Thursday,0
2026-09-03 17:00:00,2.74,2.74,224.7,29.9,17,Thursday,0
2026-09-03 18:00:00,2.568,2.568,225.3,29.0,18,Thursday,0
2026-09-03 19:00:00,2.668,2.668,224.8,26.7,19,Thursday,0
2026-09-03 20:00:00,2.716,2.716,224.6,24.9,20,Thursday,0
2026-09-03 21:00:00,2.79,2.79,226.6,21.9,21,Thursday,0
2026-09-03 22:00:00,1.325,1.325,227.0,20.5,22,Thursday,0
2026-09-03 23:00:00,1.294,1.294,227.4,20.3,23,Thursday,0
2026-09-04 00:00:00,0.675,0.675,227.7,18.3,0,Friday,0
2026-09-04 01:00:00,0.725,0.725,227.8,17.6,1,Friday,0
2026-09-04 02:00:00,0.849,0.849,227.8,18.5,2,Friday,0
2026-09-04 03:00:00,0.77,0.77,229.2,18.4,3,Friday,0
2026-09-04 04:00:00,0.789,0.789,229.2,19.0,4,Friday,0
2026-09-04 05:00:00,0.8,0.8,229.6,19.1,5,Friday,0
2026-09-04 06:00:00,1.813,1.813,227.6,20.9,6,Friday,0
2026-09-04 07:00:00,1.896,1.896,229.4,23.0,7,Friday,0
2026-09-04 08:00:00,1.7,1.7,227.3,24.4,8,Friday,0
2026-09-04 09:00:00,0.892,0.892,230.1,27.4,9,Friday,0
2026-09-04 10:00:00,0.965,0.965,227.5,27.4,10,Friday,0
2026-09-04 11:00:00,1.249,1.249,226.8,31.3,11,Friday,0
2026-09-04 12:00:00,1.159,1.159,227.4,30.6,12,Friday,0
2026-09-04 13:00:00,1.092,1.092,225.7,31.7,13,Friday,0
2026-09-04 14:00:00,1.035,1.035,227.5,32.0,14,Friday,0
2026-09-04 15:00:00,0.989,0.989,229.2,32.9,15,Friday,0
2026-09-04 16:00:00,1.068,1.068,229.0,30.8,16,Friday,0
2026-09-04 17:00:00,2.696,2.696,226.3,30.2,17,Friday,0
2026-09-04 18:00:00,2.601,2.601,224.0,28.2,18,Friday,0
2026-09-04 19:00:00,2.886,2.886,226.3,26.2,19,Friday,0
2026-09-04 20:00:00,2.544,2.544,226.0,23.9,20,Friday,0
2026-09-04 21:00:00,2.694,2.694,224.8,23.6,21,Friday,0
2026-09-04 22:00:00,1.296,1.296,227.8,21.4,22,Friday,0
2026-09-04 23:00:00,1.252,1.252,226.7,18.3,23,Friday,0
2026-09-05 00:00:00,1.089,1.089,228.5,19.1,0,Saturday,1
2026-09-05 01:00:00,0.924,0.924,228.9,18.0,1,Saturday,1
2026-09-05 02:00:00,0.899,0.899,230.9,18.3,2,Saturday,1
2026-09-05 03:00:00,0.888,0.888,227.3,17.3,3,Saturday,1
2026-09-05 04:00:00,0.777,0.777,228.1,19.4,4,Saturday,1
2026-09-05 05:00:00,0.928,0.928,229.4,19.8,5,Saturday,1
2026-09-05 06:00:00,1.334,1.334,226.7,20.5,6,Saturday,1
2026-09-05 07:00:00,1.313,1.313,227.3,22.2,7,Saturday,1
2026-09-05 08:00:00,1.365,1.365,225.9,26.9,8,Saturday,1
2026-09-05 09:00:00,1.772,1.772,229.3,26.4,9,Saturday,1
2026-09-05 10:00:00,1.54,1.54,229.5,27.2,10,Saturday,1
2026-09-05 11:00:00,1.921,1.921,227.2,30.3,11,Saturday,1
2026-09-05 12:00:00,1.69,1.69,227.4,29.0,12,Saturday,1
2026-09-05 13:00:00,1.909,1.909,226.7,32.5,13,Saturday,1
2026-09-05 14:00:00,2.01,2.01,225.3,31.3,14,Saturday,1
2026-09-05 15:00:00,1.91,1.91,227.3,31.4,15,Saturday,1
2026-09-05 16:00:00,1.971,1.971,226.5,31.7,16,Saturday,1
2026-09-05 17:00:00,2.806,2.806,224.9,28.8,17,Saturday,1
2026-09-05 18:00:00,2.741,2.741,226.8,30.6,18,Saturday,1
2026-09-05 19:00:00,2.852,2.852,227.0,27.6,19,Saturday,1
2026-09-05 20:00:00,2.861,2.861,224.8,25.3,20,Saturday,1
2026-09-05 21:00:00,2.918,2.918,224.0,24.2,21,Saturday,1
2026-09-05 22:00:00,1.254,1.254,226.8,20.4,22,Saturday,1
2026-09-05 23:00:00,1.369,1.369,227.0,20.0,23,Saturday,1
2026-09-06 00:00:00,0.855,0.855,229.5,18.9,0,Sunday,1
2026-09-06 01:00:00,0.801,0.801,228.8,16.4,1,Sunday,1
2026-09-06 02:00:00,0.811,0.811,226.3,19.0,2,Sunday,1
2026-09-06 03:00:00,0.799,0.799,227.1,18.7,3,Sunday,1
2026-09-06 04:00:00,0.835,0.835,227.8,18.4,4,Sunday,1
2026-09-06 05:00:00,0.922,0.922,229.9,18.3,5,Sunday,1
2026-09-06 06:00:00,1.239,1.239,227.5,22.0,6,Sunday,1
2026-09-06 07:00:00,1.378,1.378,228.3,23.2,7,Sunday,1
2026-09-06 08:00:00,1.337,1.337,228.1,24.4,8,Sunday,1
2026-09-06 09:00:00,1.746,1.746,227.8,28.0,9,Sunday,1
2026-09-06 10:00:00,1.803,1.803,227.2,28.6,10,Sunday,1
2026-09-06 11:00:00,1.802,1.802,227.6,29.3,11,Sunday,1
2026-09-06 12:00:00,1.952,1.952,226.8,30.7,12,Sunday,1
2026-09-06 13:00:00,2.006,2.006,226.8,32.1,13,Sunday,1
2026-09-06 14:00:00,2.076,2.076,226.5,33.4,14,Sunday,1
2026-09-06 15:00:00,1.907,1.907,227.0,32.5,15,Sunday,1
2026-09-06 16:00:00,1.973,1.973,225.4,32.5,16,Sunday,1
2026-09-06 17:00:00,2.743,2.743,224.1,29.4,17,Sunday,1
2026-09-06 18:00:00,2.718,2.718,225.1,28.2,18,Sunday,1
2026-09-06 19:00:00,2.757,2.757,226.9,27.5,19,Sunday,1
2026-09-06 20:00:00,2.912,2.912,224.0,25.4,20,Sunday,1
2026-09-06 21:00:00,2.743,2.743,226.1,23.9,21,Sunday,1
2026-09-06 22:00:00,1.314,1.314,226.2,21.6,22,Sunday,1
2026-09-06 23:00:00,1.318,1.318,226.5,19.3,23,Sunday,1
2026-09-07 00:00:00,0.621,0.621,229.9,19.3,0,Monday,0
2026-09-07 01:00:00,0.774,0.774,229.4,17.3,1,Monday,0
2026-09-07 02:00:00,0.777,0.777,228.9,17.4,2,Monday,0
2026-09-07 03:00:00,0.649,0.649,226.5,17.8,3,Monday,0
2026-09-07 04:00:00,0.605,0.605,229.0,19.2,4,Monday,0
2026-09-07 05:00:00,0.784,0.784,228.2,19.8,5,Monday,0
2026-09-07 06:00:00,1.869,1.869,227.0,21.2,6,Monday,0
2026-09-07 07:00:00,1.848,1.848,224.8,23.4,7,Monday,0
2026-09-07 08:00:00,1.859,1.859,225.4,25.6,8,Monday,0
2026-09-07 09:00:00,0.907,0.907,228.2,26.6,9,Monday,0
2026-09-07 10:00:00,1.025,1.025,229.5,28.8,10,Monday,0
2026-09-07 11:00:00,0.96,0.96,229.9,28.9,11,Monday,0
2026-09-07 12:00:00,1.177,1.177,230.3,31.4,12,Monday,0
2026-09-07 13:00:00,1.11,1.11,229.3,32.6,13,Monday,0
2026-09-07 14:00:00,1.092,1.092,227.6,32.1,14,Monday,0
2026-09-07 15:00:00,1.025,1.025,230.0,33.0,15,Monday,0
2026-09-07 16:00:00,0.978,0.978,228.7,31.5,16,Monday,0
2026-09-07 17:00:00,2.7,2.7,226.2,28.3,17,Monday,0
2026-09-07 18:00:00,2.66,2.66,227.6,28.0,18,Monday,0
2026-09-07 19:00:00,2.565,2.565,227.2,26.4,19,Monday,0
2026-09-07 20:00:00,2.65,2.65,226.4,26.6,20,Monday,0
2026-09-07 21:00:00,2.591,2.591,224.8,24.3,21,Monday,0
2026-09-07 22:00:00,1.405,1.405,228.1,22.5,22,Monday,0
2026-09-07 23:00:00,1.429,1.429,226.8,19.3,23,Monday,0
2026-09-08 00:00:00,0.757,0.757,230.5,18.7,0,Tuesday,0
2026-09-08 01:00:00,0.763,0.763,229.2,18.9,1,Tuesday,0
2026-09-08 02:00:00,0.775,0.775,225.6,18.0,2,Tuesday,0
2026-09-08 03:00:00,0.749,0.749,227.3,18.0,3,Tuesday,0
2026-09-08 04:00:00,0.714,0.714,230.8,19.2,4,Tuesday,0
2026-09-08 05:00:00,0.693,0.693,228.6,21.3,5,Tuesday,0
2026-09-08 06:00:00,1.774,1.774,227.0,21.4,6,Tuesday,0
2026-09-08 07:00:00,1.72,1.72,227.7,22.6,7,Tuesday,0
2026-09-08 08:00:00,1.746,1.746,227.9,25.5,8,Tuesday,0
2026-09-08 09:00:00,0.93,0.93,229.3,26.3,9,Tuesday,0
2026-09-08 10:00:00,0.946,0.946,227.7,28.5,10,Tuesday,0
2026-09-08 11:00:00,2.3244000000000002,2.3244000000000002,227.5,29.8,11,Tuesday,0
2026-09-08 12:00:00,2.5116,2.5116,227.7,30.9,12,Tuesday,0
2026-09-08 13:00:00,2.7820000000000005,2.7820000000000005,227.8,31.5,13,Tuesday,0
2026-09-08 14:00:00,2.9328,2.9328,229.0,32.0,14,Tuesday,0
2026-09-08 15:00:00,0.994,0.994,227.0,31.2,15,Tuesday,0
2026-09-08 16:00:00,1.062,1.062,227.2,30.7,16,Tuesday,0
2026-09-08 17:00:00,2.614,2.614,225.5,28.9,17,Tuesday,0
2026-09-08 18:00:00,2.605,2.605,224.8,29.0,18,Tuesday,0
2026-09-08 19:00:00,2.647,2.647,224.2,26.1,19,Tuesday,0
2026-09-08 20:00:00,2.507,2.507,225.1,25.5,20,Tuesday,0
2026-09-08 21:00:00,2.665,2.665,228.4,23.4,21,Tuesday,0
2026-09-08 22:00:00,1.19,1.19,227.7,21.8,22,Tuesday,0
2026-09-08 23:00:00,1.264,1.264,226.7,18.6,23,Tuesday,0
2026-09-09 00:00:00,0.686,0.686,228.6,19.7,0,Wednesday,0
2026-09-09 01:00:00,0.869,0.869,228.1,17.7,1,Wednesday,0
2026-09-09 02:00:00,0.795,0.795,229.1,19.5,2,Wednesday,0
2026-09-09 03:00:00,0.762,0.762,226.3,18.5,3,Wednesday,0
2026-09-09 04:00:00,0.798,0.798,228.5,18.7,4,Wednesday,0
2026-09-09 05:00:00,0.726,0.726,230.7,18.9,5,Wednesday,0
2026-09-09 06:00:00,1.805,1.805,227.9,22.5,6,Wednesday,0
2026-09-09 07:00:00,1.674,1.674,225.9,22.9,7,Wednesday,0
2026-09-09 08:00:00,1.788,1.788,226.5,26.3,8,Wednesday,0
2026-09-09 09:00:00,1.062,1.062,230.0,26.6,9,Wednesday,0
2026-09-09 10:00:00,1.077,1.077,228.4,30.3,10,Wednesday,0
2026-09-09 11:00:00,1.028,1.028,226.7,28.7,11,Wednesday,0
2026-09-09 12:00:00,1.002,1.002,227.5,31.2,12,Wednesday,0
2026-09-09 13:00:00,1.041,1.041,227.5,31.1,13,Wednesday,0
2026-09-09 14:00:00,1.157,1.157,226.6,31.6,14,Wednesday,0
2026-09-09 15:00:00,1.187,1.187,227.2,31.9,15,Wednesday,0
2026-09-09 16:00:00,1.072,1.072,229.5,30.5,16,Wednesday,0
2026-09-09 17:00:00,2.608,2.608,225.9,30.1,17,Wednesday,0
2026-09-09 18:00:00,2.705,2.705,225.6,27.6,18,Wednesday,0
2026-09-09 19:00:00,2.583,2.583,224.3,26.6,19,Wednesday,0
2026-09-09 20:00:00,2.748,2.748,224.3,25.4,20,Wednesday,0
2026-09-09 21:00:00,2.483,2.483,224.8,23.6,21,Wednesday,0
2026-09-09 22:00:00,1.197,1.197,226.7,21.5,22,Wednesday,0
2026-09-09 23:00:00,1.293,1.293,227.4,19.5,23,Wednesday,0
2026-09-10 00:00:00,0.56,0.56,228.3,17.1,0,Thursday,0
2026-09-10 01:00:00,0.51,0.51,228.5,18.6,1,Thursday,0
2026-09-10 02:00:00,0.841,0.841,228.0,17.6,2,Thursday,0
2026-09-10 03:00:00,0.741,0.741,226.1,18.5,3,Thursday,0
2026-09-10 04:00:00,0.747,0.747,229.3,19.6,4,Thursday,0
2026-09-10 05:00:00,0.563,0.563,231.1,23.2,5,Thursday,0
2026-09-10 06:00:00,1.833,1.833,226.6,21.3,6,Thursday,0
2026-09-10 07:00:00,1.764,1.764,227.2,22.8,7,Thursday,0
2026-09-10 08:00:00,1.87,1.87,226.1,23.8,8,Thursday,0
2026-09-10 09:00:00,0.874,0.874,229.9,25.9,9,Thursday,0
2026-09-10 10:00:00,0.939,0.939,227.4,28.1,10,Thursday,0
2026-09-10 11:00:00,1.145,1.145,230.2,30.6,11,Thursday,0
2026-09-10 12:00:00,1.143,1.143,228.1,30.9,12,Thursday,0
2026-09-10 13:00:00,1.032,1.032,229.0,32.8,13,Thursday,0
2026-09-10 14:00:00,1.085,1.085,228.2,31.8,14,Thursday,0
2026-09-10 15:00:00,1.081,1.081,228.3,32.0,15,Thursday,0
2026-09-10 16:00:00,1.169,1.169,228.9,32.3,16,Thursday,0
2026-09-10 17:00:00,2.579,2.579,226.5,29.6,17,Thursday,0
2026-09-10 18:00:00,2.768,2.768,224.3,29.2,18,Thursday,0
2026-09-10 19:00:00,2.519,2.519,225.0,26.6,19,Thursday,0
2026-09-10 20:00:00,2.613,2.613,226.1,25.8,20,Thursday,0
2026-09-10 21:00:00,2.676,2.676,223.8,23.0,21,Thursday,0
2026-09-10 22:00:00,1.031,1.031,227.9,21.6,22,Thursday,0
2026-09-10 23:00:00,1.366,1.366,228.5,18.7,23,Thursday,0
2026-09-11 00:00:00,0.852,0.852,227.3,19.3,0,Friday,0
2026-09-11 01:00:00,0.805,0.805,228.3,19.6,1,Friday,0
2026-09-11 02:00:00,0.641,0.641,227.9,18.9,2,Friday,0
2026-09-11 03:00:00,0.688,0.688,227.5,17.8,3,Friday,0
2026-09-11 04:00:00,0.709,0.709,229.1,19.9,4,Friday,0
2026-09-11 05:00:00,0.584,0.584,229.3,19.6,5,Friday,0
2026-09-11 06:00:00,1.805,1.805,225.1,20.0,6,Friday,0
2026-09-11 07:00:00,1.883,1.883,226.7,24.8,7,Friday,0
2026-09-11 08:00:00,1.742,1.742,227.5,26.0,8,Friday,0
2026-09-11 09:00:00,0.931,0.931,229.9,27.0,9,Friday,0
2026-09-11 10:00:00,0.933,0.933,226.3,29.1,10,Friday,0
2026-09-11 11:00:00,0.9,0.9,228.5,29.2,11,Friday,0
2026-09-11 12:00:00,1.283,1.283,229.5,30.2,12,Friday,0
2026-09-11 13:00:00,1.096,1.096,227.8,32.2,13,Friday,0
2026-09-11 14:00:00,1.096,1.096,228.3,31.2,14,Friday,0
2026-09-11 15:00:00,1.117,1.117,227.8,30.8,15,Friday,0
2026-09-11 16:00:00,0.841,0.841,228.0,29.5,16,Friday,0
2026-09-11 17:00:00,2.695,2.695,223.5,31.5,17,Friday,0
2026-09-11 18:00:00,2.526,2.526,226.8,28.9,18,Friday,0
2026-09-11 19:00:00,2.643,2.643,226.8,26.4,19,Friday,0
2026-09-11 20:00:00,2.538,2.538,224.7,24.0,20,Friday,0
2026-09-11 21:00:00,2.528,2.528,222.1,24.0,21,Friday,0
2026-09-11 22:00:00,1.314,1.314,229.1,21.1,22,Friday,0
2026-09-11 23:00:00,1.237,1.237,229.2,19.7,23,Friday,0
2026-09-12 00:00:00,0.819,0.819,228.8,17.4,0,Saturday,1
2026-09-12 01:00:00,0.809,0.809,228.6,18.6,1,Saturday,1
2026-09-12 02:00:00,0.797,0.797,229.1,16.0,2,Saturday,1
2026-09-12 03:00:00,0.855,0.855,229.0,17.5,3,Saturday,1
2026-09-12 04:00:00,0.864,0.864,227.3,18.7,4,Saturday,1
2026-09-12 05:00:00,0.899,0.899,228.6,19.9,5,Saturday,1
2026-09-12 06:00:00,1.348,1.348,228.4,21.0,6,Saturday,1
2026-09-12 07:00:00,1.423,1.423,227.0,21.5,7,Saturday,1
2026-09-12 08:00:00,1.426,1.426,225.8,25.3,8,Saturday,1
2026-09-12 09:00:00,1.667,1.667,226.1,26.2,9,Saturday,1
2026-09-12 10:00:00,1.621,1.621,226.4,29.9,10,Saturday,1
2026-09-12 11:00:00,1.894,1.894,226.1,30.1,11,Saturday,1
2026-09-12 12:00:00,1.963,1.963,226.4,31.3,12,Saturday,1
2026-09-12 13:00:00,1.869,1.869,227.0,31.3,13,Saturday,1
2026-09-12 14:00:00,1.991,1.991,226.7,33.4,14,Saturday,1
2026-09-12 15:00:00,1.888,1.888,228.6,32.3,15,Saturday,1
2026-09-12 16:00:00,2.121,2.121,225.3,31.2,16,Saturday,1
2026-09-12 17:00:00,2.892,2.892,225.5,31.4,17,Saturday,1
2026-09-12 18:00:00,2.81,2.81,226.4,28.7,18,Saturday,1
2026-09-12 19:00:00,2.673,2.673,223.8,26.9,19,Saturday,1
2026-09-12 20:00:00,2.855,2.855,224.8,24.9,20,Saturday,1
2026-09-12 21:00:00,2.674,2.674,225.4,24.2,21,Saturday,1
2026-09-12 22:00:00,1.331,1.331,227.5,20.0,22,Saturday,1
2026-09-12 23:00:00,1.201,1.201,229.4,20.4,23,Saturday,1
2026-09-13 00:00:00,0.897,0.897,228.2,19.8,0,Sunday,1
2026-09-13 01:00:00,0.793,0.793,229.6,18.7,1,Sunday,1
2026-09-13 02:00:00,0.936,0.936,227.4,19.3,2,Sunday,1
2026-09-13 03:00:00,0.747,0.747,229.3,18.5,3,Sunday,1
2026-09-13 04:00:00,0.7,0.7,227.3,19.3,4,Sunday,1
2026-09-13 05:00:00,0.826,0.826,227.1,19.8,5,Sunday,1
2026-09-13 06:00:00,1.35,1.35,227.3,21.8,6,Sunday,1
2026-09-13 07:00:00,1.414,1.414,229.4,22.6,7,Sunday,1
2026-09-13 08:00:00,1.281,1.281,228.3,24.6,8,Sunday,1
2026-09-13 09:00:00,1.679,1.679,227.9,26.5,9,Sunday,1
2026-09-13 10:00:00,1.795,1.795,226.9,27.0,10,Sunday,1
2026-09-13 11:00:00,1.683,1.683,226.9,29.6,11,Sunday,1
2026-09-13 12:00:00,1.81,1.81,226.8,29.7,12,Sunday,1
2026-09-13 13:00:00,2.066,2.066,225.1,32.1,13,Sunday,1
2026-09-13 14:00:00,1.969,1.969,227.5,32.4,14,Sunday,1
2026-09-13 15:00:00,1.982,1.982,225.7,30.1,15,Sunday,1
2026-09-13 16:00:00,2.028,2.028,225.5,31.4,16,Sunday,1
2026-09-13 17:00:00,2.821,2.821,223.8,29.4,17,Sunday,1
2026-09-13 18:00:00,2.8,2.8,221.5,29.2,18,Sunday,1
2026-09-13 19:00:00,2.747,2.747,223.1,26.5,19,Sunday,1
2026-09-13 20:00:00,2.839,2.839,226.5,24.0,20,Sunday,1
2026-09-13 21:00:00,2.781,2.781,225.5,23.4,21,Sunday,1
2026-09-13 22:00:00,1.214,1.214,226.4,21.1,22,Sunday,1
2026-09-13 23:00:00,1.239,1.239,228.0,18.6,23,Sunday,1
2026-09-14 00:00:00,0.697,0.697,227.6,18.9,0,Monday,0
2026-09-14 01:00:00,0.625,0.625,229.8,18.7,1,Monday,0
2026-09-14 02:00:00,0.67,0.67,227.0,17.2,2,Monday,0
2026-09-14 03:00:00,0.808,0.808,229.2,17.8,3,Monday,0
2026-09-14 04:00:00,0.772,0.772,227.3,19.7,4,Monday,0
2026-09-14 05:00:00,0.668,0.668,230.4,19.8,5,Monday,0
2026-09-14 06:00:00,1.881,1.881,227.7,20.5,6,Monday,0
2026-09-14 07:00:00,1.777,1.777,227.7,24.7,7,Monday,0
2026-09-14 08:00:00,1.761,1.761,225.0,26.8,8,Monday,0
2026-09-14 09:00:00,0.967,0.967,226.0,25.3,9,Monday,0
2026-09-14 10:00:00,0.945,0.945,228.5,28.2,10,Monday,0
2026-09-14 11:00:00,1.108,1.108,229.5,30.3,11,Monday,0
2026-09-14 12:00:00,1.036,1.036,227.2,30.3,12,Monday,0
2026-09-14 13:00:00,1.162,1.162,228.4,32.4,13,Monday,0
2026-09-14 14:00:00,0.996,0.996,230.2,32.9,14,Monday,0
2026-09-14 15:00:00,1.149,1.149,230.1,33.0,15,Monday,0
2026-09-14 16:00:00,0.868,0.868,227.6,29.7,16,Monday,0
2026-09-14 17:00:00,2.566,2.566,226.3,30.5,17,Monday,0
2026-09-14 18:00:00,2.706,2.706,225.5,29.6,18,Monday,0
2026-09-14 19:00:00,2.582,2.582,226.9,26.0,19,Monday,0
2026-09-14 20:00:00,2.647,2.647,224.7,25.6,20,Monday,0
2026-09-14 21:00:00,2.564,2.564,227.7,21.6,21,Monday,0
2026-09-14 22:00:00,1.285,1.285,228.9,20.5,22,Monday,0
2026-09-14 23:00:00,1.285,1.285,228.8,19.0,23,Monday,0
